BRW_CODROL;BRW_DESROL;BRW_SUBGRU;BRW_GRUPO;BRW_CAPITU;BRW_OD;BRW_AMB;BRW_HCO;BRW_HSO;BRW_PAC;BRW_DUT;BRW_SEQROL
40814149;PARACENTESE ORIENTADA POR RX OU US;MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;003986
40814157;MANIPULAÇÃO DE DRENOS PÓS-DRENAGEM ORIENTADA OU NÃO POR IMAGEM;MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;PAC;;003987
40814165;ESCLEROSE PERCUTÂNEA DE NÓDULOS BENIGNOS DIRIGIDA OU NÃO POR RX, US, TC, RM;MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;PAC;;003988
40901017;ULTRASSONOGRAFIA DE GLOBO OCULAR COM OU SEM DOPPLER COLORIDO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;003989
40901025;ULTRASSONOGRAFIA DE GLOBO OCULAR COM OU SEM DOPPLER COLORIDO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;003990
40901033;ULTRASSONOGRAFIA DE GLÂNDULAS SALIVARES;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;003991
40901041;ULTRASSONOGRAFIA TORÁCICA EXTRACARDÍACA;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;003992
40901050;ECODOPPLERCARDIOGRAMA COM CONTRASTE INTRACAVITÁRIO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;003993
40901068;ECODOPPLERCARDIOGRAMA COM CONTRASTE PARA PERFUSÃO MIOCÁRDICA;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;003994
40901076;ECODOPPLERCARDIOGRAMA COM ESTRESSE FARMACOLÓGICO/ESTRESSE FÍSICO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;003995
40901084;ECODOPPLERCARDIOGRAMA FETAL COM MAPEAMENTO DE FLUXO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;;;;003996
40901092;ECODOPPLERCARDIOGRAMA TRANSESOFÁGICO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;003997
40901106;ECODOPPLERCARDIOGRAMA TRANSTORÁCICO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;003998
40901114;ULTRASSONOGRAFIA DE MAMA;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;003999
40901122;ULTRASSONOGRAFIA DE ABDOME TOTAL;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004000
40901130;ULTRASSONOGRAFIA DE ABDOME SUPERIOR;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004001
40901149;ULTRASSONOGRAFIA DE RETROPERITÔNIO (GRANDES VASOS OU ADRENAIS);ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004002
40901173;ULTRASSONOGRAFIA DE ABDOME INFERIOR MASCULINO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004003
40901181;ULTRASSONOGRAFIA DE ABDOME INFERIOR FEMININO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004004
40901190;ULTRASSONOGRAFIA DERMATOLÓGICA - PELE E SUBCUTÂNEO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004005
40901203;ULTRASSONOGRAFIA DE ÓRGÃOS SUPERFICIAIS (TIREÓIDE, ESCROTO, PÊNIS OU CRÂNIO);ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004006
40901211;ULTRASSONOGRAFIA DE ESTRUTURAS SUPERFICIAIS OU PARTES MOLES;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004007
40901220;ULTRASSONOGRAFIA ARTICULAR;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004008
40901238;ULTRASSONOGRAFIA OBSTÉTRICA COM TRANSLUCÊNCIA NUCAL;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;;;;004009
40901246;ULTRASSONOGRAFIA OBSTÉTRICA CONVENCIONALCOM OU SEM DOPPLER COLORIDO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;;;;004010
40901254;ULTRASSONOGRAFIA OBSTÉTRICA COM TRANSLUCÊNCIA NUCAL;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;;;;004011
40901262;ULTRASSONOGRAFIA OBSTÉTRICA MORFOLÓGICA;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;;;;004012
40901270;ULTRASSONOGRAFIA OBSTÉTRICA COM TRANSLUCÊNCIA NUCAL;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;;;;004013
40901289;ULTRASSONOGRAFIA OBSTÉTRICA CONVENCIONALCOM OU SEM DOPPLER COLORIDO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;;;;004014
40901297;ULTRASSONOGRAFIA OBSTÉTRICA ENDOVAGINAL;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;;;;004015
40901300;ULTRASSONOGRAFIA TRANSVAGINAL (INCLUI ABDOME INFERIOR FEMININO);ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004016
40901319;ULTRASSONOGRAFIA TRANSVAGINAL PARA CONTROLE DE OVULAÇÃO (INCLUI ABDOME INFERIOR FEMININO);ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004017
40901335;ULTRASSONOGRAFIA TRANSRETAL;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004018
40901351;DOPPLER COLORIDO TRANSCRANIANO OU TRANSFONTANELA;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004019
40901360;DOPPLER COLORIDO DE VASOS CERVICAIS ARTERIAIS (CARÓTIDAS E VERTEBRAIS);ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004020
40901378;DOPPLER COLORIDO DE VASOS CERVICAIS VENOSOS (SUBCLÁVIAS E JUGULARES);ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004021
40901386;DOPPLER COLORIDO DE ÓRGÃOS OU ESTRUTURAS (INCLUI CORAÇÃO);ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004022
40901394;DOPPLER COLORIDO DE AORTA E ARTÉRIAS RENAIS;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004023
40901408;DOPPLER COLORIDO DE AORTA E ILÍACAS;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004024
40901416;DOPPLER COLORIDO DE ARTÉRIAS VISCERAIS (MESENTÉRICAS SUPERIOR E INFERIOR E TRONCO CELÍACO);ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004025
40901424;DOPPLER COLORIDO DE HEMANGIOMA;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004026
40901432;DOPPLER COLORIDO DE VEIA CAVA SUPERIOR OU INFERIOR;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004027
40901440;DOPPLER COLORIDO PENIANO COM OU SEM FÁRMACO-INDUÇÃO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004028
40901459;DOPPLER COLORIDO ARTERIAL DE MEMBROS SUPERIORES;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004029
40901467;DOPPLER COLORIDO VENOSO DE MEMBROS SUPERIORES;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004030
40901475;DOPPLER COLORIDO ARTERIAL DE MEMBROS INFERIORES;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004031
40901483;DOPPLER COLORIDO VENOSO DE MEMBROS INFERIORES;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004032
40901505;ULTRASSONOGRAFIA OBSTÉTRICA: PERFIL BIOFÍSICO FETAL;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;;;;004033
40901513;DOPPLER COLORIDO DE ARTÉRIAS PENIANAS;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004034
40901521;ULTRASSONOGRAFIA BIOMICROSCÓPICA OCULAR;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004035
40901530;ULTRASSONOGRAFIA BIOMICROSCÓPICA OCULAR;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004036
40901548;DOPPLER COLORIDO DE ÓRGÃOS OU ESTRUTURAS (INCLUI CORAÇÃO);ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004037
40901556;ECODOPPLERCARDIOGRAMA FETAL COM MAPEAMENTO DE FLUXO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;;;;004038
40901572;ULTRASSONOGRAFIA DE ABDOME TOTAL;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004039
40901602;DOPPLER COLORIDO TRANSCRANIANO OU TRANSFONTANELA;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004040
40901610;ULTRASSONOGRAFIA DE ÓRGÃOS SUPERFICIAIS (TIREÓIDE, ESCROTO, PÊNIS OU CRÂNIO);ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004041
40901629;ECODOPPLERCARDIOGRAMA TRANSTORÁCICO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004042
40901637;DOPPLER COLORIDO DE ÓRGÃOS OU ESTRUTURAS (INCLUI CORAÇÃO);ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004043
40901645;DOPPLER COLORIDO DE VASOS CERVICAIS ARTERIAIS (CARÓTIDAS E VERTEBRAIS);ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004044
40901653;ECODOPPLERCARDIOGRAMA TRANSTORÁCICO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004045
40901661;DOPPLER COLORIDO DE VASOS CERVICAIS ARTERIAIS (CARÓTIDAS E VERTEBRAIS);ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004046
40901696;ECODOPPLERCARDIOGRAMA COM ESTRESSE FARMACOLÓGICO/ESTRESSE FÍSICO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004047
40901700;ECODOPPLERCARDIOGRAMA COM ESTRESSE FARMACOLÓGICO/ESTRESSE FÍSICO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004048
40901718;ECODOPPLERCARDIOGRAMA TRANSTORÁCICO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004049
40901734;ULTRASSONOGRAFIA - PEÇA CIRÚGICA;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;;;;004050
40901742;ULTRASSONOGRAFIA TRANSRETAL;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004051
40901750;ULTRASSONOGRAFIA TRANSRETAL;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004052
40901769;ULTRASSONOGRAFIA DE APARELHO URINÁRIO MASCULINO;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004053
40902013;ULTRASSONOGRAFIA OBSTÉTRICA (COM AMNIOCENTESE, BIÓPSIA OU PUNÇÃO ASPIRATIVA);ULTRASSONOGRAFIA INTERVENCIONISTA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;;;;004054
40902021;ULTRASSONOGRAFIA OBSTÉTRICA (COM AMNIOCENTESE, BIÓPSIA OU PUNÇÃO ASPIRATIVA);ULTRASSONOGRAFIA INTERVENCIONISTA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;;;;004055
40902030;ULTRASSONOGRAFIA TRANSRETAL COM BIÓPSIA;ULTRASSONOGRAFIA INTERVENCIONISTA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;PAC;;004056
40902048;ULTRASSONOGRAFIA TRANSRETAL COM BIÓPSIA;ULTRASSONOGRAFIA INTERVENCIONISTA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;PAC;;004057
40902056;DOPPLER COLORIDO INTRA-OPERATÓRIO;ULTRASSONOGRAFIA INTERVENCIONISTA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;004058
40902064;DOPPLER COLORIDO INTRA-OPERATÓRIO;ULTRASSONOGRAFIA INTERVENCIONISTA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;004059
40902072;ECODOPPLERCARDIOGRAMA TRANSOPERATÓRIO - TRANSESOFÁGICO OU EPICÁRDICO;ULTRASSONOGRAFIA INTERVENCIONISTA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004060
40902080;ECODOPPLERCARDIOGRAMA TRANSOPERATÓRIO - TRANSESOFÁGICO OU EPICÁRDICO;ULTRASSONOGRAFIA INTERVENCIONISTA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004061
40902110;DRENAGEM PERCUTÂNEA ORIENTADA POR IMAGEM;MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;004062
40902129;REDUÇÃO DE INVAGINAÇÃO INTESTINAL POR ENEMA, ORIENTADA POR US;ULTRASSONOGRAFIA INTERVENCIONISTA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;004063
40902137;DOPPLER COLORIDO TRANSCRANIANO OU TRANSFONTANELA;ULTRASSONOGRAFIA DIAGNÓSTICA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;004064
41001010;TOMOGRAFIA COMPUTADORIZADA DE CRÂNIO, SELA TÚRCICA OU ÓRBITAS;TOMOGRAFIA COMPUTADORIZADA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;004065
41001028;TOMOGRAFIA COMPUTADORIZADA DE MASTÓIDES OU ORELHAS;TOMOGRAFIA COMPUTADORIZADA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;004066
41001036;TOMOGRAFIA COMPUTADORIZADA DE FACE OU SEIOS DA FACE;TOMOGRAFIA COMPUTADORIZADA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;004067
41001044;TOMOGRAFIA COMPUTADORIZADA DE ARTICULAÇÕES TEMPOROMANDIBULARES;TOMOGRAFIA COMPUTADORIZADA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;004068
41001052;TOMOGRAFIA COMPUTADORIZADA DE MANDÍBULA/MAXILA;TOMOGRAFIA COMPUTADORIZADA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;004069
41001060;TOMOGRAFIA COMPUTADORIZADA DE PESCOÇO (PARTES MOLES, LARINGE, TIREÓIDE E FARINGE);TOMOGRAFIA COMPUTADORIZADA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;004070
41001079;TOMOGRAFIA COMPUTADORIZADA DE TÓRAX;TOMOGRAFIA COMPUTADORIZADA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;004071
41001095;TOMOGRAFIA COMPUTADORIZADA DE ABDOME TOTAL (ABDOME SUPERIOR, PELVE E RETROPERITÔNIO);TOMOGRAFIA COMPUTADORIZADA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;004072
41001109;TOMOGRAFIA COMPUTADORIZADA DE ABDOME SUPERIOR;TOMOGRAFIA COMPUTADORIZADA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;004073
41001117;TOMOGRAFIA COMPUTADORIZADA DE PELVE OU BACIA;TOMOGRAFIA COMPUTADORIZADA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;004074
41001125;TOMOGRAFIA COMPUTADORIZADA DE COLUNA CERVICAL, DORSAL OU LOMBAR;TOMOGRAFIA COMPUTADORIZADA;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;PAC;;004075
