CT1_CONTA;CT1_DESC01;CT1_CLASSE;CT1_NORMAL;CT1_BLOQ;CT1_CTASUP;CT1_CTLALU;CT1_DIOPS
411922057;Despesas com Eventos/Sinistros - Judicial;2;1;2;41192205;411922057;4
411922059;Outras Recuperações;2;1;2;41192205;411922059;4
41192206;Planos Coletivos Empresariais depois da Lei;1;1;2;411922;41192206;4
411922061;Despesas com Eventos / Sinistros;2;1;2;41192206;411922061;4
411922062;Glosas;2;1;2;41192206;411922062;4
411922063;Recuperação por Co-Participação;2;1;2;41192206;411922063;4
411922067;Despesas com Eventos/Sinistros - Judicial;2;1;2;41192206;411922067;4
411922069;Outras Recuperações;2;1;2;41192206;411922069;4
41192208;Corresponsabilidade Assumida;1;1;2;411922;41192208;4
411922081;Despesas com Eventos / Sinistros;2;1;2;41192208;411922081;4
411922082;Glosas;2;1;2;41192208;411922082;4
414;VARIAÇÃO DA PROVISÃO DE EVENTOS/SINISTROS OCORRIDOS E NÃO AVISADOS;1;1;2;41;414;4
4141;VARIAÇÃO DA PROVISÃO DE EVENTOS/SINISTROS OCORRIDOS E NÃO AVISADOS DE ASSISTÊNCIA A SAÚDE;1;1;2;414;4141;4
41411;VARIAÇÃO DA PROVISÃO DE EVENTOS/SINISTROS OCORRIDOS E NÃO AVISADOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR;1;1;2;4141;41411;4
414119;Variação da Provisão de Eventos/Sinistros Ocorridos e Não Avisados de Assistência Médico-Hospitalar;1;1;2;41411;414119;4
41411901;Variação da Provisão de Eventos/Sinistros Ocorridos e Não Avisados de Assistência Médico-Hospitalar;1;1;2;414119;41411901;4
414119011;Provisão de Eventos/Sinistros Ocorridos e Não Avisados - Outros Prestadores;2;1;2;41411901;414119011;4
414119012;Provisão de Eventos/Sinistros Ocorridos e Não Avisados - SUS;2;1;2;41411901;414119012;4
41412;VARIAÇÃO DA PROVISÃO DE EVENTOS/SINISTROS OCORRIDOS E NÃO AVISADOS DE ASSISTÊNCIA ODONTOLÓGICA;1;1;2;4141;41412;4
414129;Variação da Provisão de Eventos/Sinistros Ocorridos e Não Avisados de Assistência Odontológica;1;1;2;41412;414129;4
41412901;Variação da Provisão de Eventos/Sinistros Ocorridos e Não Avisados de Assistência Odontológica;1;1;2;414129;41412901;4
414129011;Provisão de Eventos/Sinistros Ocorridos e Não Avisados - Outros Prestadores;2;1;2;41412901;414129011;4
414129012;Provisão de Eventos/Sinistros Ocorridos e Não Avisados - SUS;2;1;2;41412901;414129012;4
415;DESPESAS DE RESSEGURO;1;1;2;41;415;4
4151;PRÊMIOS DE RESSEGURO;1;1;2;415;4151;4
41511;COBERTURA ASSISTENCIAL MÉDICO-HOSPITALAR;1;1;2;4151;41511;4
415111;Cobertura Assistencial com Preço Preestabelecido;1;1;2;41511;415111;4
41511101;Cobertura Assistencial com Preço Preestabelecido;1;1;2;415111;41511101;4
415111011;Prêmios;2;1;2;41511101;415111011;4
41512;COBERTURA ASSISTENCIAL ODONTOLÓGICA;1;1;2;4151;41512;4
415121;Cobertura Assistencial com Preço Preestabelecido;1;1;2;41512;415121;4
41512101;Cobertura Assistencial com Preço Preestabelecido;1;1;2;415121;41512101;4
415121011;Prêmios;2;1;2;41512101;415121011;4
4152;OUTRAS DESPESAS DE RESSEGURO;1;1;2;415;4152;4
41521;OUTRAS DESPESAS DE RESSEGURO;1;1;2;4152;41521;4
415211;Outras Despesas de Resseguro;1;1;2;41521;415211;4
41521101;Outras Despesas de Resseguro;1;1;2;415211;41521101;4
415211011;Outras Despesas de Resseguro;2;1;2;41521101;415211011;4
416;DESPESAS DE SEGURO;1;1;2;41;416;4
4161;PRÊMIOS DE SEGURO;1;1;2;416;4161;4
41611;COBERTURA ASSISTENCIAL MÉDICO-HOSPITALAR;1;1;2;4161;41611;4
416111;Cobertura Assistencial com Preço Preestabelecido;1;1;2;41611;416111;4
41611101;Cobertura Assistencial com Preço Preestabelecido;1;1;2;416111;41611101;4
416111011;Prêmios;2;1;2;41611101;416111011;4
41612;COBERTURA ASSISTENCIAL ODONTOLÓGICA;1;1;2;4161;41612;4
416121;Cobertura Assistencial com Preço Preestabelecido;1;1;2;41612;416121;4
41612101;Cobertura Assistencial com Preço Preestabelecido;1;1;2;416121;41612101;4
416121011;Prêmios;2;1;2;41612101;416121011;4
4162;OUTRAS DESPESAS DE SEGURO;1;1;2;416;4162;4
41621;OUTRAS DESPESAS DE SEGURO;1;1;2;4162;41621;4
416211;Outras Despesas de Seguro;1;1;2;41621;416211;4
41621101;Outras Despesas de Seguro;1;1;2;416211;41621101;4
416211011;Outras Despesas de Seguro;2;1;2;41621101;416211011;4
43;DESPESAS DE COMERCIALIZAÇÃO;1;1;2;4;43;4
431;COMISSÃO E AGENCIAMENTO SOBRE OPERAÇÕES DE ASSISTÊNCIA À SAÚDE;1;1;2;43;431;4
4311;CONTRAPRESTAÇÕES PECUNIÁRIAS;1;1;2;431;4311;4
43111;CONTRAPRESTAÇÕES PECUNIÁRIAS/PRÊMIOS DE SEGURO - MÉDICO HOSPITALAR;1;1;2;4311;43111;4
431111;Cobertura Assistencial com Preço Preestabelecido;1;1;2;43111;431111;4
43111102;Cobertura Assistencial com Preço Preestabelecido - Individual/Familiar;1;1;2;431111;43111102;4
431111021;Remuneração – Pessoal Próprio (Assalariado);2;1;2;43111102;431111021;4
431111022;Comissão/Agenciamento;2;1;2;43111102;431111022;4
431111023;Encargos Sociais;2;1;2;43111102;431111023;4
43111103;Cobertura Assistencial com Preço Preestabelecido - Coletivos por Adesão;1;1;2;431111;43111103;4
431111031;Remuneração – Pessoal Próprio (Assalariado);2;1;2;43111103;431111031;4
431111032;Comissão/Agenciamento;2;1;2;43111103;431111032;4
431111033;Encargos Sociais;2;1;2;43111103;431111033;4
43111104;Cobertura Assistencial com Preço Preestabelecido - Coletivos Empresariais;1;1;2;431111;43111104;4
431111041;Remuneração – Pessoal Próprio (Assalariado);2;1;2;43111104;431111041;4
431111042;Comissão/Agenciamento;2;1;2;43111104;431111042;4
431111043;Encargos Sociais;2;1;2;43111104;431111043;4
431112;Cobertura Assistencial com Preço Pós-estabelecido;1;1;2;43111;431112;4
43111202;Cobertura Assistencial com Preço Pós-estabelecido - Coletivos por Adesão;1;1;2;431112;43111202;4
431112021;Remuneração – Pessoal Próprio (Assalariado);2;1;2;43111202;431112021;4
431112022;Comissão/Agenciamento;2;1;2;43111202;431112022;4
431112023;Encargos Sociais;2;1;2;43111202;431112023;4
43111203;Cobertura Assistencial com Preço Pós-estabelecido - Coletivos Empresariais;1;1;2;431112;43111203;4
431112031;Remuneração – Pessoal Próprio (Assalariado);2;1;2;43111203;431112031;4
431112032;Comissão/Agenciamento;2;1;2;43111203;431112032;4
431112033;Encargos Sociais;2;1;2;43111203;431112033;4
43112;CONTRAPRESTAÇÕES PECUNIÁRIAS/PRÊMIOS DE SEGURO- ODONTOLÓGICAS;1;1;2;4311;43112;4
431121;Cobertura Assistencial com Preço Preestabelecido;1;1;2;43112;431121;4
43112102;Cobertura Assistencial com Preço Preestabelecido - Individual/Familiar;1;1;2;431121;43112102;4
431121021;Remuneração – Pessoal Próprio (Assalariado);2;1;2;43112102;431121021;4
431121022;Comissão/Agenciamento;2;1;2;43112102;431121022;4
431121023;Encargos Sociais;2;1;2;43112102;431121023;4
43112103;Cobertura Assistencial com Preço Preestabelecido - Coletivos por Adesão;1;1;2;431121;43112103;4
431121031;Remuneração – Pessoal Próprio (Assalariado);2;1;2;43112103;431121031;4
431121032;Comissão/Agenciamento;2;1;2;43112103;431121032;4
431121033;Encargos Sociais;2;1;2;43112103;431121033;4
43112104;Cobertura Assistencial com Preço Preestabelecido - Coletivos Empresariais;1;1;2;431121;43112104;4
431121041;Remuneração – Pessoal Próprio (Assalariado);2;1;2;43112104;431121041;4
431121042;Comissão/Agenciamento;2;1;2;43112104;431121042;4
431121043;Encargos Sociais;2;1;2;43112104;431121043;4
431122;Cobertura Assistencial com Preço Pós-estabelecido;1;1;2;43112;431122;4
43112202;Cobertura Assistencial com Preço Pós-estabelecido - Coletivos por Adesão;1;1;2;431122;43112202;4
431122021;Remuneração – Pessoal Próprio (Assalariado);2;1;2;43112202;431122021;4
431122022;Comissão/Agenciamento;2;1;2;43112202;431122022;4
431122023;Encargos Sociais;2;1;2;43112202;431122023;4
43112203;Cobertura Assistencial com Preço Pós-estabelecido - Coletivos Empresariais;1;1;2;431122;43112203;4
431122031;Remuneração – Pessoal Próprio (Assalariado);2;1;2;43112203;431122031;4
431122032;Comissão/Agenciamento;2;1;2;43112203;431122032;4
431122033;Encargos Sociais;2;1;2;43112203;431122033;4
4313;OUTRAS;1;1;2;431;4313;4
43131;OUTRAS - MÉDICO HOSPITALAR;1;1;2;4313;43131;4
431311;Cobertura Assistencial com Preço Preestabelecido;1;1;2;43131;431311;4
43131101;Cobertura Assistencial com Preço Preestabelecido;1;1;2;431311;43131101;4
431311011;Cobertura Assistencial com Preço Preestabelecido;2;1;2;43131101;431311011;4
431312;Cobertura Assistencial com Preço Pós-estabelecido;1;1;2;43131;431312;4
43131201;Cobertura Assistencial com Preço Pós-estabelecido;1;1;2;431312;43131201;4
431312011;Cobertura Assistencial com Preço Pós-estabelecido;2;1;2;43131201;431312011;4
43132;OUTRAS - ODONTOLÓGICAS;1;1;2;4313;43132;4
431321;Cobertura Assistencial com Preço Preestabelecido;1;1;2;43132;431321;4
43132101;Cobertura Assistencial com Preço Preestabelecido;1;1;2;431321;43132101;4
431321011;Cobertura Assistencial com Preço Preestabelecido;2;1;2;43132101;431321011;4
431322;Cobertura Assistencial com Preço Pós-estabelecido;1;1;2;43132;431322;4
43132201;Cobertura Assistencial com Preço Pós-estabelecido;1;1;2;431322;43132201;4
431322011;Cobertura Assistencial com Preço Pós-estabelecido;2;1;2;43132201;431322011;4
4314;(-)RECUPERAÇÃO DE DESPESAS DE COMERCIALIZAÇÃO SOBRE CONTRAPRESTAÇÕES / PRÊMIOS CANCELADAS(OS)/RESTITUÍDAS(OS) DE ASSISTÊNCIA A SAUDE;1;1;2;431;4314;4
43141;(-)RECUPERAÇÃO DE DESPESAS DE COMERCIALIZAÇÃO SOBRE CONTRAPRESTAÇÕES / PRÊMIOS CANCELADAS(OS)/RESTITUÍDAS(OS) DE ASSISTÊNCIA MÉDICO-HOSPITALAR;1;1;2;4314;43141;4
431419;(-)Recuperação de Despesas de Comercialização sobre Contraprestações/Prêmios Canceladas (os)/Restituídas(os) de Assistência Médico-Hospitalar;1;1;2;43141;431419;4
43141901;(-)Recuperação de Despesas de Comercialização sobre Contraprestações/Prêmios Canceladas (os)/Restituídas(os) de Assistência Médico-Hospitalar;1;1;2;431419;43141901;4
431419011;Contraprestações Pecuniárias;2;1;2;43141901;431419011;4
43141902;Prêmios de Seguro;1;1;2;431419;43141902;4
431419021;Prêmios de Seguro;2;1;2;43141902;431419021;4
43142;(-)RECUPERAÇÃO DE DESPESAS DE COMERCIALIZAÇÃO SOBRE CONTRAPRESTAÇÕES / PRÊMIOS CANCELADAS(OS)/RESTITUÍDAS(OS) DE ASSISTÊNCIA ODONTOLÓGICA;1;1;2;4314;43142;4
431429;(-)Recuperação de Despesas de Comercialização sobre Contraprestações/Prêmios Canceladas (os)/Restituídas (o) de Assistência Odontológica;1;1;2;43142;431429;4
43142901;(-)Recuperação de Despesas de Comercialização sobre Contraprestações/Prêmios Canceladas (os)/Restituídas (o) de Assistência Odontológica;1;1;2;431429;43142901;4
431429011;Contraprestações Pecuniárias;2;1;2;43142901;431429011;4
43142902;Prêmios de Seguro;1;1;2;431429;43142902;4
431429021;Prêmios de Seguro;2;1;2;43142902;431429021;4
44;OUTRAS DESPESAS OPERACIONAIS;1;1;2;4;44;4
441;OUTRAS DESPESAS OPERACIONAIS COM PLANOS DE ASSISTÊNCIA À SAÚDE DA OPERADORA;1;1;2;44;441;4
4413;OUTRAS DESPESAS DE OPERAÇÕES DE PLANOS DE ASSISTÊNCIA A SAÚDE;1;1;2;441;4413;4
44131;OUTRAS DESPESAS DE OPERAÇÕES DE PLANOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR;1;1;2;4413;44131;4
441319;Outras Despesas de Operações de Assistência Médico-Hospitalar;1;1;2;44131;441319;4
44131901;Outras Despesas de Operações de Assistência Médico-Hospitalar;1;1;2;441319;44131901;4
441319011;Confecção de Carteiras/Livro de Credenciamento;2;1;2;44131901;441319011;4
441319012;Despesas com Cobrança;2;1;2;44131901;441319012;4
441319013;Despesas com Encargos Sociais;2;1;2;44131901;441319013;4
441319014;Despesas com Apólices e Contratos;2;1;2;44131901;441319014;4
441319015;Despesas com Inspeção de Riscos;2;1;2;44131901;441319015;4
441319017;Despesas com Serviços Prestados por Terceiros;2;1;2;44131901;441319017;4
441319018;Despesas com Taxa de Administração - Administradora de Benefícios;2;1;2;44131901;441319018;4
441319019;Outras Despesas;2;1;2;44131901;441319019;4
44131902;Despesas com Aquisição de Carteiras;1;1;2;441319;44131902;4
441319021;Gastos com Aquisição de Carteiras;2;1;2;44131902;441319021;4
441319022;Amortização com Aquisição de Carteiras;2;1;2;44131902;441319022;4
441319023;Provisão para Redução ao Valor Recuperável do Ativo relacionado a Aquisição de Carteiras;2;1;2;44131902;441319023;4
44131903;Programas ou Fundos para Custeio de Despesas Médico Hospitalres;1;1;2;441319;44131903;4
441319031;Taxa de Administração;2;1;2;44131903;441319031;4
44131904;Despesas Judiciais de Eventos/Sinistros Médico-Hospitalares;1;1;2;441319;44131904;4
441319041;Despesas com Eventos/Sinistros não cobertos;2;1;2;44131904;441319041;4
441319042;Despesas com Provisão para Contingências;2;1;2;44131904;441319042;4
441319043;(-) Reversão de Provisão para Contingências;2;1;2;44131904;441319043;4
44132;OUTRAS DESPESAS DE OPERAÇÕES DE ASSISTÊNCIA ODONTOLÓGICA;1;1;2;4413;44132;4
441329;Outras Despesas de Operações de Assistência Odontológica;1;1;2;44132;441329;4
44132901;Outras Despesas de Operações de Assistência Odontológica;1;1;2;441329;44132901;4
441329011;Confecção de Carteiras/Livro de Credenciamento;2;1;2;44132901;441329011;4
441329012;Despesas com Cobrança;2;1;2;44132901;441329012;4
441329013;Despesas com Encargos Sociais;2;1;2;44132901;441329013;4
441329014;Despesas com Apólices e Contratos;2;1;2;44132901;441329014;4
441329015;Despesas com Inspeção de Riscos;2;1;2;44132901;441329015;4
441329017;Despesas com Serviços Prestados por Terceiros;2;1;2;44132901;441329017;4
441329018;Despesas com Taxa de Administração - Administradora de Benefícios;2;1;2;44132901;441329018;4
441329019;Outras Despesas;2;1;2;44132901;441329019;4
44132902;Despesas com Aquisição de Carteiras;1;1;2;441329;44132902;4
441329021;Gastos com Aquisição de Carteiras;2;1;2;44132902;441329021;4
441329022;Amortização com Aquisição de Carteiras;2;1;2;44132902;441329022;4
441329023;Provisão para Redução ao Valor Recuperável do Ativo relacionado a Aquisição de Carteiras;2;1;2;44132902;441329023;4
44132903;Programas ou Fundos para Custeio de Despesas Odontológicas;1;1;2;441329;44132903;4
441329031;Taxa de Administração;2;1;2;44132903;441329031;4
44132904;Despesas Judiciais de Eventos/Sinistros Odontológicos;1;1;2;441329;44132904;4
441329041;Despesas com Eventos/Sinistros não cobertos;2;1;2;44132904;441329041;4
441329042;Despesas com Provisão para Contingências;2;1;2;44132904;441329042;4
441329043;(-) Reversão de Provisão para Contingências;2;1;2;44132904;441329043;4
4415;PROGRAMAS DE PROMOÇÃO DA SAÚDE E PREVENÇÃO DE RISCOS E DOENÇAS;1;1;2;441;4415;4
44151;PROGRAMAS DE PROMOÇÃO DA SAÚDE E PREVENÇÃO DE RISCOS E DOENÇAS;1;1;2;4415;44151;4
441519;Programas de Promoção da Saúde e Prevenção de Riscos e Doenças;1;1;2;44151;441519;4
44151901;Programas de Promoção da Saúde e Prevenção de Riscos e Doenças;1;1;2;441519;44151901;4
441519011;Despesas com Programa de Promoção da Saúde e Prevenção de Riscos e Doenças - Aprovadas pela DIPRO;2;1;2;44151901;441519011;4
441519012;Despesas com Programa de Promoção da Saúde e Prevenção de Riscos e Doenças - Não aprovadas pela DIPRO;2;1;2;44151901;441519012;4
441519013;Amortização do Ativo relacionado a PROMOPREV;2;1;2;44151901;441519013;4
441519014;Provisão para Redução ao Valor Recuperável do Ativo relacionado a PROMOPREV;2;1;2;44151901;441519014;4
4416;(-) RECUPERAÇÃO DE OUTRAS DESPESAS OPERACIONAIS DE ASSISTÊNCIA A SAÚDE;1;1;2;441;4416;4
44161;(-) RECUPERAÇÃO DE OUTRAS DESPESAS OPERACIONAIS DE ASSISTÊNCIA MÉDICO-HOSPITALAR;1;1;2;4416;44161;4
441619;(-) Recuperação de Outras Despesas Operacionais de Assistência Médico-Hospitalar;1;1;2;44161;441619;4
44161901;(-) Recuperação de Outras Despesas Operacionais de Assistência Médico-Hospitalar;1;1;2;441619;44161901;4
441619011;(-) Impostos sobre Faturamento;2;1;2;44161901;441619011;4
441619019;(-) Outras;2;1;2;44161901;441619019;4
44162;(-) RECUPERAÇÃO DE OUTRAS DESPESAS OPERACIONAIS DE ASSISTÊNCIA ODONTOLÓGICA;1;1;2;4416;44162;4
441629;(-) Recuperação de Outras Despesas Operacionais de Assistência Odontológica;1;1;2;44162;441629;4
44162901;(-) Recuperação de Outras Despesas Operacionais de Assistência Odontológica;1;1;2;441629;44162901;4
441629011;(-) Impostos sobre Faturamento;2;1;2;44162901;441629011;4
441629019;(-) Outras;2;1;2;44162901;441629019;4
4419;PROVISÃO PARA PERDAS SOBRE CRÉDITOS;1;1;2;441;4419;4
44191;PROVISÃO PARA PERDAS SOBRE CRÉDITOS - MÉDICO HOSPITALAR;1;1;2;4419;44191;4
441919;Provisão para Perdas sobre Créditos - Médico Hospitalar;1;1;2;44191;441919;4
44191901;Provisão Sobre Contraprestação Pecuniárias/Prêmios a Receber de Assistência Médico-Hospitalar;1;1;2;441919;44191901;4
441919011;Provisão Sobre Contraprest. Pecuniárias/Prêmios a Receber de Assist. Méd-Hospitalar;2;1;2;44191901;441919011;4
441919019;(-) Reversão da Prov. Sobre Contraprest. Pecuniárias/Prêmios a Receber de Assist. Méd-Hospitalar;2;1;2;44191901;441919019;4
44191902;Provisão Sobre Demais Créditos de Operações de Assistência Médico-Hospitalar;1;1;2;441919;44191902;4
441919021;Provisão Sobre Demais Créditos de Operações de Assist. Méd-Hospitalar;2;1;2;44191902;441919021;4
441919029;(-) reversão da Provisão Sobre Demais Créditos de Operações de Assist. Méd-Hospitalar;2;1;2;44191902;441919029;4
44191903;Provisão Sobre Outros Créditos de Administradora de Benefícios Médico-Hospitalar;1;1;2;441919;44191903;4
441919031;Provisão Sobre Outros Créditos de Administradora de Benefícios;2;1;2;44191903;441919031;4
441919039;(-) Reversão da Provisão Sobre Outros Créditos de Administradora de Benefícios;2;1;2;44191903;441919039;4
44191905;Provisão Sobre Taxa de Administração de Benefícios a Receber;1;1;2;441919;44191905;4
441919051;Provisão Sobre Taxa de Administração de Benefícios a Receber;2;1;2;44191905;441919051;4
441919059;(-) Reversão da Provisão Sobre Taxa de Administração de Benefícios a Receber;2;1;2;44191905;441919059;4
44192;PROVISÃO PARA PERDAS SOBRE CRÉDITOS - ODONTOLÓGICO;1;1;2;4419;44192;4
441929;Provisão Para Perdas sobre Créditos - Odontolológico;1;1;2;44192;441929;4
44192901;Provisão Sobre Contraprestação Pecuniárias/Prêmios a Receber de Assistência Odontológica;1;1;2;441929;44192901;4
441929011;Provisão Sobre Contraprest. Pecuniárias/Prêmios a Receber de Assist. Odontológica;2;1;2;44192901;441929011;4
441929019;(-) Reversão da Prov. Sobre Contraprest. Pecuniárias/Prêmios a Receber de Assist. Odontológica;2;1;2;44192901;441929019;4
44192902;Provisão Sobre Demais Créditos de Operações de Assistência Odontológica;1;1;2;441929;44192902;4
441929021;Provisão Sobre Demais Créditos de Operações de Assistência Odontológica;2;1;2;44192902;441929021;4
441929029;(-) Reversão da Provisão Sobre Demais Créditos de Operações de Assist. Odontológica;2;1;2;44192902;441929029;4
44192903;Provisão Sobre Outros Créditos de Administradora de Benefícios - Assistência Odontológica;1;1;2;441929;44192903;4
441929031;Provisão Sobre Outros Créditos de Administradora de Benefícios;2;1;2;44192903;441929031;4
441929039;(-) Reversão da Provisão Sobre Outros Créditos de Administradora de Benefícios;2;1;2;44192903;441929039;4
44192905;Provisão Sobre Taxa de Administração de Benefícios a Receber;1;1;2;441929;44192905;4
441929051;Provisão Sobre Taxa de Administração de Benefícios a Receber;2;1;2;44192905;441929051;4
441929059;(-) Reversão da Provisão Sobre Taxa de Administração de Benefícios a Receber;2;1;2;44192905;441929059;4
442;OUTRAS DESPESAS OPERACIONAIS DE ASSISTÊNCIA À SAÚDE NÃO RELACIONADAS COM PLANO DE SAÚDE DA OPERADORA;1;1;2;44;442;4
4421;DESPESAS COM OPERAÇÕES DE ASSISTÊNCIA A SAÚDE;1;1;2;442;4421;4
44211;DESPESAS COM OPERAÇÕES DE ASSISTÊNCIA MÉDICO-HOSPITALAR;1;1;2;4421;44211;4
442119;Despesas com Prestação de Serviços;1;1;2;44211;442119;4
44211901;Despesas com Prestação de Serviços;1;1;2;442119;44211901;4
442119011;Despesas com Prestação de Serviços - SUS;2;1;2;44211901;442119011;4
442119012;Despesas com Prestação de Serviços - Hospitalar;2;1;2;44211901;442119012;4
442119013;Despesas com Prestação de Serviços - Ambulatorial;2;1;2;44211901;442119013;4
442119014;Despesas com Prestação de Serviços - Diagnósticos;2;1;2;44211901;442119014;4
442119015;Custo de ociosidade rede própria;2;1;2;44211901;442119015;4
442119019;Despesas com Prestação de Serviços - Outros;2;1;2;44211901;442119019;4
44211902;(-) Dedução de Despesas com Prestação de Serviços;1;1;2;442119;44211902;4
442119021;(-) Dedução de Despesas com Prestação de Serviços - SUS;2;1;2;44211902;442119021;4
442119029;(-) Dedução de Despesas com Prestação de Serviços - Outros;2;1;2;44211902;442119029;4
44211903;Provisão Sobre Créditos de Operações de Assistência Médico-Hospitalar Não Relacionadas com Plano de Saúde;1;1;2;442119;44211903;4
442119031;Provisão Sobre Créditos de Operações  de Assistência Não Relacionadas com Plano de.Saúde;2;1;2;44211903;442119031;4
442119039;(-) Reversão da Provisão Sobre Créditos de Oper. Assist. Não Relacionadas com Plano de Saúde;2;1;2;44211903;442119039;4
44212;DESPESAS COM PRESTAÇÃO DE SERVIÇOS - ODONTOLÓGICOS;1;1;2;4421;44212;4
442129;Despesas com Prestação de Serviços;1;1;2;44212;442129;4
44212901;Despesas com Prestação de Serviços;1;1;2;442129;44212901;4
442129011;Despesas com Prestação de Serviços - SUS;2;1;2;44212901;442129011;4
442129015;Custo de ociosidade rede própria;2;1;2;44212901;442129015;4
442129019;Despesas com Prestação de Serviços - Outros;2;1;2;44212901;442129019;4
44212902;(-) Dedução de Despesas com Prestação de Serviços;1;1;2;442129;44212902;4
442129021;(-) Dedução de Despesas com Prestação de Serviços - SUS;2;1;2;44212902;442129021;4
442129029;(-) Dedução de Despesas com Prestação de Serviços - Outros;2;1;2;44212902;442129029;4
44212903;Provisão Sobre Créditos de Operações de Assistência Odontológica Não Relacionadas com Plano de Saúde;1;1;2;442129;44212903;4
442129031;Provisão Sobre Créditos de Operações  de Assistência Não Relacionadas com Plano de.Saúde;2;1;2;44212903;442129031;4
442129039;(-) Reversão da Provisão Sobre Créditos de Oper. Assist. Não Relacionadas com Plano de Saúde;2;1;2;44212903;442129039;4
4422;DESPESAS COM OPERAÇÕES DE INTERCÂMBIO EVENTUAL;1;1;2;442;4422;4
44221;DESPESAS COM OPERAÇÕES DE INTERCÂMBIO EVENTUAL MÉDICO-HOSPITALAR;1;1;2;4422;44221;4
442219;Despesas com Operações de Intercâmbio Eventual;1;1;2;44221;442219;4
44221901;Despesas com Operações de Intercâmbio Eventual;1;1;2;442219;44221901;4
442219011;Despesas com Intercâmbio Eventual por Diferença de Tabela;2;1;2;44221901;442219011;4
44222;DESPESAS COM OPERAÇÕES DE INTERCÂMBIO EVENTUAL ODONTOLÓGICO;1;1;2;4422;44222;4
442229;Despesas com Operações de Intercâmbio Eventual;1;1;2;44222;442229;4
44222901;Despesas com Operações de Intercâmbio Eventual;1;1;2;442229;44222901;4
442229011;Despesas com Intercâmbio Eventual por Diferença de Tabela;2;1;2;44222901;442229011;4
4429;OUTRAS DESPESAS OPERACIONAIS;1;1;2;442;4429;4
44299;OUTRAS DESPESAS OPERACIONAIS;1;1;2;4429;44299;4
442999;Outras Despesas Operacionais;1;1;2;44299;442999;4
44299901;Outras Despesas Operacionais;1;1;2;442999;44299901;4
442999011;Outras Despesas Operacionais;2;1;2;44299901;442999011;4
443;DESPESAS OPERACIONAIS DE OUTRAS ATIVIDADE (AUTOGESTÕES - LEI 13.127);1;1;2;44;443;4
4431;DESPESAS OPERACIONAIS DE OUTRAS ATIVIDADE (AUTOGESTÕES - LEI 13.127);1;1;2;443;4431;4
44311;DESPESAS OPERACIONAIS DE OUTRAS ATIVIDADE (AUTOGESTÕES - LEI 13.127);1;1;2;4431;44311;4
443119;Despesas Operacionais de Outras Atividades (Autogestões - Lei 13.127);1;1;2;44311;443119;4
44311901;Despesas Operacionais de Outras Atividades (Autogestões - Lei 13.127);1;1;2;443119;44311901;4
443119011;Despesas Operacionais de Outras Atividades (Autogestões - Lei 13.127);2;1;2;44311901;443119011;4
45;DESPESAS FINANCEIRAS;1;1;2;4;45;4
451;DESPESAS COM APLICAÇÕES FINANCEIRAS;1;1;2;45;451;4
4511;DESPESAS FINANCEIRAS COM TÍTULOS DE RENDA FIXA - PRIVADOS;1;1;2;451;4511;4
45111;DESPESAS FINANCEIRAS COM TÍTULOS DE RENDA FIXA - PRIVADOS;1;1;2;4511;45111;4
451119;Despesas Financeiras com Títulos de Renda Fixa - Privados;1;1;2;45111;451119;4
45111901;Despesas Financeiras com Títulos de Renda Fixa - Privados;1;1;2;451119;45111901;4
451119011;Ajuste ao valor de mercado;2;1;2;45111901;451119011;4
451119019;Outras Despesas;2;1;2;45111901;451119019;4
4512;DESPESAS FINANCEIRAS COM TÍTULOS DE RENDA FIXA - PÚBLICOS;1;1;2;451;4512;4
45121;DESPESAS FINANCEIRAS COM TÍTULOS DE RENDA FIXA - PÚBLICOS;1;1;2;4512;45121;4
451219;Despesas Financeiras com Títulos de Renda Fixa - Públicos;1;1;2;45121;451219;4
45121901;Despesas Financeiras com Títulos de Renda Fixa - Públicos;1;1;2;451219;45121901;4
451219011;Ajuste ao valor de mercado;2;1;2;45121901;451219011;4
451219019;Outras Despesas;2;1;2;45121901;451219019;4
4513;DESPESAS COM TÍTULOS DE RENDA VARIÁVEL;1;1;2;451;4513;4
45131;DESPESAS COM AÇÕES;1;1;2;4513;45131;4
451319;Despesas com Ações;1;1;2;45131;451319;4
45131901;Despesas com Ações;1;1;2;451319;45131901;4
451319011;Ajuste ao valor de mercado;2;1;2;45131901;451319011;4
451319019;Outras despesas;2;1;2;45131901;451319019;4
45134;DESPESAS COM COTAS DE FUNDOS DE INVESTIMENTOS;1;1;2;4513;45134;4
451349;Despesas com Cotas de Fundos de Investimento;1;1;2;45134;451349;4
45134901;Despesas com Cotas de Fundos de Investimento;1;1;2;451349;45134901;4
451349011;Ajuste ao valor de mercado;2;1;2;45134901;451349011;4
451349019;Outras Despesas;2;1;2;45134901;451349019;4
45138;DESPESAS COM OUTROS TÍTULOS DE RENDA VARIÁVEL;1;1;2;4513;45138;4
451389;Despesas com Outros Títulos de Renda Variável;1;1;2;45138;451389;4
45138901;Despesas com Outros Títulos de Renda Variável;1;1;2;451389;45138901;4
451389011;Ajuste ao valor de mercado;2;1;2;45138901;451389011;4
451389019;Outras Despesas;2;1;2;45138901;451389019;4
